date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:56:39	412851/412851	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Mar%202023%2017:04:45%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/project/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
17:56:40	378/378	---MC-	302	error ('Found')	text/html	date:Mon,%2006%20Mar%202023%2017:56:40%20GMT	https://www.classcentral.com/new-online-courses	C:/My%20Web%20Sites/project/www.classcentral.com/new-online-courses.45.delayed	(from https://www.classcentral.com/)
17:56:41	771486/771486	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:56:41%20GMT	https://www.classcentral.com/new-online-courses/february-2023	C:/My%20Web%20Sites/project/www.classcentral.com/new-online-courses/february-2023.html	(from https://www.classcentral.com/)
17:56:41	486/486	---MC-	302	error ('Found')	text/html	date:Mon,%2006%20Mar%202023%2017:56:42%20GMT	https://www.classcentral.com/most-popular-courses	C:/My%20Web%20Sites/project/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
17:56:41	140719/140719	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2011:20:28%20GMT	https://www.classcentral.com/report/most-popular-march-2023/	C:/My%20Web%20Sites/project/www.classcentral.com/report/most-popular-march-2023/index.html	(from https://www.classcentral.com/)
17:56:42	841526/841526	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:56:42%20GMT	https://www.classcentral.com/subject/ai	C:/My%20Web%20Sites/project/www.classcentral.com/subject/ai.html	(from https://www.classcentral.com/)
17:56:43	828770/828770	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:56:43%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	C:/My%20Web%20Sites/project/www.classcentral.com/subject/algorithms-and-data-structures.html	(from https://www.classcentral.com/)
17:56:44	7878/7878	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:44%20GMT	https://www.classcentral.com/subject/information-technology	C:/My%20Web%20Sites/project/www.classcentral.com/subject/information-technology	(from https://www.classcentral.com/)
17:56:44	773077/773077	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:56:44%20GMT	https://www.classcentral.com/subject/internet-of-things	C:/My%20Web%20Sites/project/www.classcentral.com/subject/internet-of-things.html	(from https://www.classcentral.com/)
17:56:44	7843/7843	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:45%20GMT	https://www.classcentral.com/subject/computer-networking	C:/My%20Web%20Sites/project/www.classcentral.com/subject/computer-networking	(from https://www.classcentral.com/)
17:56:44	7808/7808	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:45%20GMT	https://www.classcentral.com/subject/machine-learning	C:/My%20Web%20Sites/project/www.classcentral.com/subject/machine-learning	(from https://www.classcentral.com/)
17:56:44	7747/7747	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:45%20GMT	https://www.classcentral.com/subject/devops	C:/My%20Web%20Sites/project/www.classcentral.com/subject/devops	(from https://www.classcentral.com/)
17:56:45	7989/7989	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:46%20GMT	https://www.classcentral.com/subject/deep-learning	C:/My%20Web%20Sites/project/www.classcentral.com/subject/deep-learning.4f.delayed	(from https://www.classcentral.com/)
17:56:45	7986/7986	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:46%20GMT	https://www.classcentral.com/subject/cryptography	C:/My%20Web%20Sites/project/www.classcentral.com/subject/cryptography.50.delayed	(from https://www.classcentral.com/)
17:56:46	8026/8026	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:47%20GMT	https://www.classcentral.com/subject/quantum-computing	C:/My%20Web%20Sites/project/www.classcentral.com/subject/quantum-computing.51.delayed	(from https://www.classcentral.com/)
17:56:46	7947/7947	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:47%20GMT	https://www.classcentral.com/subject/hci	C:/My%20Web%20Sites/project/www.classcentral.com/subject/hci.52.delayed	(from https://www.classcentral.com/)
17:56:47	8036/8036	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:48%20GMT	https://www.classcentral.com/subject/distributed-systems	C:/My%20Web%20Sites/project/www.classcentral.com/subject/distributed-systems.53.delayed	(from https://www.classcentral.com/)
17:56:47	7976/7976	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:48%20GMT	https://www.classcentral.com/subject/blockchain	C:/My%20Web%20Sites/project/www.classcentral.com/subject/blockchain.54.delayed	(from https://www.classcentral.com/)
17:56:48	8048/8048	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:49%20GMT	https://www.classcentral.com/subject/operating-systems	C:/My%20Web%20Sites/project/www.classcentral.com/subject/operating-systems.55.delayed	(from https://www.classcentral.com/)
17:56:48	8026/8026	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:49%20GMT	https://www.classcentral.com/subject/computer-graphics	C:/My%20Web%20Sites/project/www.classcentral.com/subject/computer-graphics.56.delayed	(from https://www.classcentral.com/)
17:56:50	819050/819050	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:56:50%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	C:/My%20Web%20Sites/project/www.classcentral.com/subject/nutrition-and-wellness.html	(from https://www.classcentral.com/)
17:56:50	8068/8068	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:51%20GMT	https://www.classcentral.com/subject/disease-and-disorders	C:/My%20Web%20Sites/project/www.classcentral.com/subject/disease-and-disorders.58.delayed	(from https://www.classcentral.com/)
17:56:50	7797/7797	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:51%20GMT	https://www.classcentral.com/subject/public-health	C:/My%20Web%20Sites/project/www.classcentral.com/subject/public-health	(from https://www.classcentral.com/)
17:56:51	8000/8000	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:51%20GMT	https://www.classcentral.com/subject/health-care	C:/My%20Web%20Sites/project/www.classcentral.com/subject/health-care.5a.delayed	(from https://www.classcentral.com/)
17:56:51	7963/7963	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:52%20GMT	https://www.classcentral.com/subject/nursing	C:/My%20Web%20Sites/project/www.classcentral.com/subject/nursing.5b.delayed	(from https://www.classcentral.com/)
17:56:52	7963/7963	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:52%20GMT	https://www.classcentral.com/subject/anatomy	C:/My%20Web%20Sites/project/www.classcentral.com/subject/anatomy.5c.delayed	(from https://www.classcentral.com/)
17:56:54	740975/740975	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:56:54%20GMT	https://www.classcentral.com/subject/veterinary-science	C:/My%20Web%20Sites/project/www.classcentral.com/subject/veterinary-science.html	(from https://www.classcentral.com/)
17:56:54	7926/7926	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:55%20GMT	https://www.classcentral.com/subject/cme	C:/My%20Web%20Sites/project/www.classcentral.com/subject/cme.5e.delayed	(from https://www.classcentral.com/)
17:56:54	7784/7784	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:55%20GMT	https://www.classcentral.com/subject/statistics	C:/My%20Web%20Sites/project/www.classcentral.com/subject/statistics	(from https://www.classcentral.com/)
17:56:55	8087/8087	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:56%20GMT	https://www.classcentral.com/subject/foundations-of-mathematics	C:/My%20Web%20Sites/project/www.classcentral.com/subject/foundations-of-mathematics.60.delayed	(from https://www.classcentral.com/)
17:56:58	761138/761138	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:56:58%20GMT	https://www.classcentral.com/subject/calculus	C:/My%20Web%20Sites/project/www.classcentral.com/subject/calculus.html	(from https://www.classcentral.com/)
17:56:58	8039/8039	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:58%20GMT	https://www.classcentral.com/subject/discrete-mathematics	C:/My%20Web%20Sites/project/www.classcentral.com/subject/discrete-mathematics.62.delayed	(from https://www.classcentral.com/)
17:56:58	7794/7794	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:59%20GMT	https://www.classcentral.com/subject/trigonometry	C:/My%20Web%20Sites/project/www.classcentral.com/subject/trigonometry	(from https://www.classcentral.com/)
17:56:58	7966/7966	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:56:59%20GMT	https://www.classcentral.com/subject/geometry	C:/My%20Web%20Sites/project/www.classcentral.com/subject/geometry.64.delayed	(from https://www.classcentral.com/)
17:57:00	763084/763084	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:01%20GMT	https://www.classcentral.com/subject/algebra	C:/My%20Web%20Sites/project/www.classcentral.com/subject/algebra.html	(from https://www.classcentral.com/)
17:57:00	8000/8000	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:01%20GMT	https://www.classcentral.com/subject/precalculus	C:/My%20Web%20Sites/project/www.classcentral.com/subject/precalculus.66.delayed	(from https://www.classcentral.com/)
17:57:01	7797/7797	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:01%20GMT	https://www.classcentral.com/subject/number-theory	C:/My%20Web%20Sites/project/www.classcentral.com/subject/number-theory	(from https://www.classcentral.com/)
17:57:01	8010/8010	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:02%20GMT	https://www.classcentral.com/subject/combinatorics	C:/My%20Web%20Sites/project/www.classcentral.com/subject/combinatorics.68.delayed	(from https://www.classcentral.com/)
17:57:02	8055/8055	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:02%20GMT	https://www.classcentral.com/subject/mathematical-logic	C:/My%20Web%20Sites/project/www.classcentral.com/subject/mathematical-logic.69.delayed	(from https://www.classcentral.com/)
17:57:04	649297/649297	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:04%20GMT	https://www.classcentral.com/subject/linear-programming	C:/My%20Web%20Sites/project/www.classcentral.com/subject/linear-programming.html	(from https://www.classcentral.com/)
17:57:04	8084/8084	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:05%20GMT	https://www.classcentral.com/subject/management-and-leadership	C:/My%20Web%20Sites/project/www.classcentral.com/subject/management-and-leadership.6b.delayed	(from https://www.classcentral.com/)
17:57:04	7771/7771	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:05%20GMT	https://www.classcentral.com/subject/finance	C:/My%20Web%20Sites/project/www.classcentral.com/subject/finance	(from https://www.classcentral.com/)
17:57:05	8023/8023	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:05%20GMT	https://www.classcentral.com/subject/entrepreneurship	C:/My%20Web%20Sites/project/www.classcentral.com/subject/entrepreneurship.6d.delayed	(from https://www.classcentral.com/)
17:57:05	7973/7973	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:06%20GMT	https://www.classcentral.com/subject/marketing	C:/My%20Web%20Sites/project/www.classcentral.com/subject/marketing.6e.delayed	(from https://www.classcentral.com/)
17:57:07	808357/808357	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:07%20GMT	https://www.classcentral.com/subject/strategic-management	C:/My%20Web%20Sites/project/www.classcentral.com/subject/strategic-management.html	(from https://www.classcentral.com/)
17:57:07	8026/8026	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:07%20GMT	https://www.classcentral.com/subject/industry-specific	C:/My%20Web%20Sites/project/www.classcentral.com/subject/industry-specific.70.delayed	(from https://www.classcentral.com/)
17:57:07	7854/7854	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:08%20GMT	https://www.classcentral.com/subject/business-intelligence	C:/My%20Web%20Sites/project/www.classcentral.com/subject/business-intelligence	(from https://www.classcentral.com/)
17:57:07	7997/7997	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:08%20GMT	https://www.classcentral.com/subject/accounting	C:/My%20Web%20Sites/project/www.classcentral.com/subject/accounting.72.delayed	(from https://www.classcentral.com/)
17:57:08	8020/8020	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:09%20GMT	https://www.classcentral.com/subject/human-resources	C:/My%20Web%20Sites/project/www.classcentral.com/subject/human-resources.73.delayed	(from https://www.classcentral.com/)
17:57:08	8033/8033	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:09%20GMT	https://www.classcentral.com/subject/project-management	C:/My%20Web%20Sites/project/www.classcentral.com/subject/project-management.74.delayed	(from https://www.classcentral.com/)
17:57:10	763173/763173	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:11%20GMT	https://www.classcentral.com/subject/sales	C:/My%20Web%20Sites/project/www.classcentral.com/subject/sales.html	(from https://www.classcentral.com/)
17:57:11	8020/8020	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:11%20GMT	https://www.classcentral.com/subject/design-thinking	C:/My%20Web%20Sites/project/www.classcentral.com/subject/design-thinking.76.delayed	(from https://www.classcentral.com/)
17:57:11	7834/7834	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:12%20GMT	https://www.classcentral.com/subject/business-software	C:/My%20Web%20Sites/project/www.classcentral.com/subject/business-software	(from https://www.classcentral.com/)
17:57:11	8042/8042	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:12%20GMT	https://www.classcentral.com/subject/risk-management	C:/My%20Web%20Sites/project/www.classcentral.com/subject/risk-management.78.delayed	(from https://www.classcentral.com/)
17:57:12	7968/7968	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:12%20GMT	https://www.classcentral.com/subject/csr	C:/My%20Web%20Sites/project/www.classcentral.com/subject/csr.79.delayed	(from https://www.classcentral.com/)
17:57:14	736480/736480	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:14%20GMT	https://www.classcentral.com/subject/customer-service	C:/My%20Web%20Sites/project/www.classcentral.com/subject/customer-service.html	(from https://www.classcentral.com/)
17:57:14	7994/7994	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:15%20GMT	https://www.classcentral.com/subject/nonprofit	C:/My%20Web%20Sites/project/www.classcentral.com/subject/nonprofit.7b.delayed	(from https://www.classcentral.com/)
17:57:14	7763/7763	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:15%20GMT	https://www.classcentral.com/subject/innovation	C:/My%20Web%20Sites/project/www.classcentral.com/subject/innovation	(from https://www.classcentral.com/)
17:57:15	8068/8068	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:15%20GMT	https://www.classcentral.com/subject/operations-management	C:/My%20Web%20Sites/project/www.classcentral.com/subject/operations-management.7d.delayed	(from https://www.classcentral.com/)
17:57:15	7984/7984	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:16%20GMT	https://www.classcentral.com/subject/history	C:/My%20Web%20Sites/project/www.classcentral.com/subject/history.7e.delayed	(from https://www.classcentral.com/)
17:57:17	8026/8026	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:18%20GMT	https://www.classcentral.com/subject/language-learning	C:/My%20Web%20Sites/project/www.classcentral.com/subject/language-learning.80.delayed	(from https://www.classcentral.com/)
17:57:17	783560/783560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:17%20GMT	https://www.classcentral.com/subject/literature	C:/My%20Web%20Sites/project/www.classcentral.com/subject/literature.html	(from https://www.classcentral.com/)
17:57:17	7806/7806	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:18%20GMT	https://www.classcentral.com/subject/grammar-writing	C:/My%20Web%20Sites/project/www.classcentral.com/subject/grammar-writing	(from https://www.classcentral.com/)
17:57:17	7976/7976	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:18%20GMT	https://www.classcentral.com/subject/philosophy	C:/My%20Web%20Sites/project/www.classcentral.com/subject/philosophy.82.delayed	(from https://www.classcentral.com/)
17:57:18	7987/7987	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:19%20GMT	https://www.classcentral.com/subject/religion	C:/My%20Web%20Sites/project/www.classcentral.com/subject/religion.83.delayed	(from https://www.classcentral.com/)
17:57:19	7947/7947	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:19%20GMT	https://www.classcentral.com/subject/esl	C:/My%20Web%20Sites/project/www.classcentral.com/subject/esl.84.delayed	(from https://www.classcentral.com/)
17:57:21	767955/767955	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:21%20GMT	https://www.classcentral.com/subject/culture	C:/My%20Web%20Sites/project/www.classcentral.com/subject/culture.html	(from https://www.classcentral.com/)
17:57:21	7981/7981	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:21%20GMT	https://www.classcentral.com/subject/sports	C:/My%20Web%20Sites/project/www.classcentral.com/subject/sports.86.delayed	(from https://www.classcentral.com/)
17:57:21	7783/7783	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:21%20GMT	https://www.classcentral.com/subject/journalism	C:/My%20Web%20Sites/project/www.classcentral.com/subject/journalism	(from https://www.classcentral.com/)
17:57:21	7960/7960	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:22%20GMT	https://www.classcentral.com/subject/ethics	C:/My%20Web%20Sites/project/www.classcentral.com/subject/ethics.88.delayed	(from https://www.classcentral.com/)
17:57:22	7979/7979	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:23%20GMT	https://www.classcentral.com/subject/linguistics	C:/My%20Web%20Sites/project/www.classcentral.com/subject/linguistics.89.delayed	(from https://www.classcentral.com/)
17:57:24	762412/762412	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:24%20GMT	https://www.classcentral.com/subject/food	C:/My%20Web%20Sites/project/www.classcentral.com/subject/food.html	(from https://www.classcentral.com/)
17:57:24	8020/8020	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:25%20GMT	https://www.classcentral.com/subject/library-science	C:/My%20Web%20Sites/project/www.classcentral.com/subject/library-science.8b.delayed	(from https://www.classcentral.com/)
17:57:24	7771/7771	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:25%20GMT	https://www.classcentral.com/subject/reading	C:/My%20Web%20Sites/project/www.classcentral.com/subject/reading	(from https://www.classcentral.com/)
17:57:25	8025/8025	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:26%20GMT	https://www.classcentral.com/subject/crisis-management	C:/My%20Web%20Sites/project/www.classcentral.com/subject/crisis-management.8d.delayed	(from https://www.classcentral.com/)
17:57:27	783843/783843	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:27%20GMT	https://www.classcentral.com/subject/electrical-engineering	C:/My%20Web%20Sites/project/www.classcentral.com/subject/electrical-engineering.html	(from https://www.classcentral.com/)
17:57:27	8071/8071	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:28%20GMT	https://www.classcentral.com/subject/mechanical-engineering	C:/My%20Web%20Sites/project/www.classcentral.com/subject/mechanical-engineering.8f.delayed	(from https://www.classcentral.com/)
17:57:27	7813/7813	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:28%20GMT	https://www.classcentral.com/subject/civil-engineering	C:/My%20Web%20Sites/project/www.classcentral.com/subject/civil-engineering	(from https://www.classcentral.com/)
17:57:28	7945/7945	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:28%20GMT	https://www.classcentral.com/subject/robotics	C:/My%20Web%20Sites/project/www.classcentral.com/subject/robotics.91.delayed	(from https://www.classcentral.com/)
17:57:29	8013/8013	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:29%20GMT	https://www.classcentral.com/subject/nanotechnology	C:/My%20Web%20Sites/project/www.classcentral.com/subject/nanotechnology.92.delayed	(from https://www.classcentral.com/)
17:57:31	7987/7987	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:32%20GMT	https://www.classcentral.com/subject/textiles	C:/My%20Web%20Sites/project/www.classcentral.com/subject/textiles.94.delayed	(from https://www.classcentral.com/)
17:57:31	752673/752673	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:32%20GMT	https://www.classcentral.com/subject/gis	C:/My%20Web%20Sites/project/www.classcentral.com/subject/gis.html	(from https://www.classcentral.com/)
17:57:31	7797/7797	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:32%20GMT	https://www.classcentral.com/subject/manufacturing	C:/My%20Web%20Sites/project/www.classcentral.com/subject/manufacturing	(from https://www.classcentral.com/)
17:57:32	7947/7947	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:32%20GMT	https://www.classcentral.com/subject/bim	C:/My%20Web%20Sites/project/www.classcentral.com/subject/bim.96.delayed	(from https://www.classcentral.com/)
17:57:34	766337/766337	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:34%20GMT	https://www.classcentral.com/subject/cad	C:/My%20Web%20Sites/project/www.classcentral.com/subject/cad.html	(from https://www.classcentral.com/)
17:57:34	8061/8061	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:34%20GMT	https://www.classcentral.com/subject/chemical-engineering	C:/My%20Web%20Sites/project/www.classcentral.com/subject/chemical-engineering.98.delayed	(from https://www.classcentral.com/)
17:57:34	7800/7800	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:35%20GMT	https://www.classcentral.com/subject/energy-systems	C:/My%20Web%20Sites/project/www.classcentral.com/subject/energy-systems	(from https://www.classcentral.com/)
17:57:34	8068/8068	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:35%20GMT	https://www.classcentral.com/subject/aerospace-engineering	C:/My%20Web%20Sites/project/www.classcentral.com/subject/aerospace-engineering.9a.delayed	(from https://www.classcentral.com/)
17:57:35	7973/7973	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:36%20GMT	https://www.classcentral.com/subject/chemistry	C:/My%20Web%20Sites/project/www.classcentral.com/subject/chemistry.9b.delayed	(from https://www.classcentral.com/)
17:57:37	781087/781087	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:37%20GMT	https://www.classcentral.com/subject/physics	C:/My%20Web%20Sites/project/www.classcentral.com/subject/physics.html	(from https://www.classcentral.com/)
17:57:37	8088/8088	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:38%20GMT	https://www.classcentral.com/subject/environmental-science	C:/My%20Web%20Sites/project/www.classcentral.com/subject/environmental-science.9d.delayed	(from https://www.classcentral.com/)
17:57:38	7760/7760	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:38%20GMT	https://www.classcentral.com/subject/astronomy	C:/My%20Web%20Sites/project/www.classcentral.com/subject/astronomy	(from https://www.classcentral.com/)
17:57:38	7963/7963	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:39%20GMT	https://www.classcentral.com/subject/biology	C:/My%20Web%20Sites/project/www.classcentral.com/subject/biology.9f.delayed	(from https://www.classcentral.com/)
17:57:39	7979/7979	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:39%20GMT	https://www.classcentral.com/subject/agriculture	C:/My%20Web%20Sites/project/www.classcentral.com/subject/agriculture.a0.delayed	(from https://www.classcentral.com/)
17:57:40	756321/756321	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:41%20GMT	https://www.classcentral.com/subject/materials-science	C:/My%20Web%20Sites/project/www.classcentral.com/subject/materials-science.html	(from https://www.classcentral.com/)
17:57:41	8010/8010	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:42%20GMT	https://www.classcentral.com/subject/earth-science	C:/My%20Web%20Sites/project/www.classcentral.com/subject/earth-science.a2.delayed	(from https://www.classcentral.com/)
17:57:41	7807/7807	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:42%20GMT	https://www.classcentral.com/subject/applied-science	C:/My%20Web%20Sites/project/www.classcentral.com/subject/applied-science	(from https://www.classcentral.com/)
17:57:42	8023/8023	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:42%20GMT	https://www.classcentral.com/subject/forensic-science	C:/My%20Web%20Sites/project/www.classcentral.com/subject/forensic-science.a4.delayed	(from https://www.classcentral.com/)
17:57:44	764006/764006	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Mar%202023%2017:57:44%20GMT	https://www.classcentral.com/subject/k12	C:/My%20Web%20Sites/project/www.classcentral.com/subject/k12.html	(from https://www.classcentral.com/)
17:57:44	8045/8045	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Mon,%2006%20Mar%202023%2017:57:45%20GMT	https://www.classcentral.com/subject/higher-education	C:/My%20Web%20Sites/project/www.classcentral.com/subject/higher-education.a6.delayed	(from https://www.classcentral.com/)
